1526126608	70	47	23
1526128672	112	84	28
1526129572	88	77	11
1526130472	102	87	15
1526131372	89	83	6
1526132272	97	86	11
1526133172	83	73	10
1526134072	76	74	2
1526134972	81	74	7
1526135872	65	55	10
1526136772	69	62	7
1526137672	56	54	5
1526138573	79	70	9
1526139473	88	74	14
1526140373	60	53	7
1526141273	81	71	10
1526142173	67	57	10
1526143073	91	84	7
1526143973	99	93	6
1526144873	60	57	3
1526145773	49	46	3
1526146673	27	25	2
1526147573	20	20	0
1526148473	21	21	0
1526149373	21	21	0
1526150273	21	20	1
1526151173	20	19	1
1526152073	20	20	0
1526152973	20	20	0
1526153873	26	24	2
1526154773	29	27	2
1526155673	30	29	1
1526156573	32	30	2
1526157473	23	22	1
1526158373	22	22	0
1526159273	22	22	0
1526160173	22	22	0
1526161073	22	22	0
1526161973	22	22	0
1526162873	34	27	7
1526163774	34	26	8
1526164674	22	20	2
1526165574	18	18	0
1526166474	22	19	3
1526167374	18	18	0
1526168274	18	18	0
1526169174	19	19	0
1526170074	19	19	0
1526170974	20	19	1
1526171874	19	19	0
1526172774	19	19	0
1526173674	19	19	0
1526174574	18	18	0
1526175474	16	16	0
1526176374	17	17	0
1526177274	1	1	0
1526178174	1	1	0
1526179074	1	1	0
1526179974	1	1	0
1526180874	1	1	0
1526181774	1	1	0
1526182674	1	1	0
1526183574	1	1	0
1526184475	1	1	0
1526185375	1	1	0
1526186275	2	2	0
1526187175	1	1	0
1526188075	1	1	0
1526188975	7	4	3
1526189875	3	1	2
1526190775	8	5	3
1526191675	5	4	1
1526192575	3	3	0
1526193475	13	13	0
1526194375	24	15	9
1526195275	20	17	3
1526196175	46	40	6
1526197075	38	32	6
1526197975	57	46	11
1526198875	67	56	11
1526199775	55	52	3
1526200675	57	52	5
1526201575	72	62	10
1526202475	75	63	12
1526203375	88	75	13
1526204275	78	75	3
1526205175	91	78	13
1526206075	87	81	6
1526206975	82	73	9
1526207637	83	76	7
1526208537	64	60	4
1526209437	62	60	2
1526210337	71	70	4
1526211237	89	76	13
1526212137	84	81	3
1526213037	86	76	10
1526213937	91	76	15
1526214837	151	123	28
1526215737	261	207	54
1526216637	213	180	32
1526217537	212	191	21
1526218437	224	209	15
1526219337	195	184	11
1526220237	229	204	25
1526221138	215	194	21
1526222038	206	189	17
1526222938	146	135	11
1526223838	208	169	39
1526224738	201	184	17
1526225638	201	185	16
1526226538	193	178	15
1526227438	167	158	9
1526228338	187	160	27
1526228585	181	157	24
1526228885	160	146	14
1526229185	166	151	15
1526229485	170	151	19
1526229785	170	147	23
1526230085	167	153	14
1526230385	225	178	47
1526230685	252	212	40
1526230985	255	224	31
1526231285	271	230	41
1526231585	230	212	18
1526231885	216	198	18
1526232185	199	187	12
1526232485	184	177	7
1526232785	193	173	20
1526233085	193	174	19
1526233385	179	169	10
1526233685	174	169	5
1526233985	164	160	4
1526234285	83	76	7
1526234585	36	31	5
1526234885	35	32	3
1526235186	33	32	1
1526235486	35	33	2
1526235786	32	31	1
1526236086	43	38	5
1526236386	46	39	7
1526236686	57	52	5
1526236986	55	52	3
1526237286	55	50	5
1526237586	54	51	3
1526237886	53	51	2
1526238186	48	47	1
1526238486	47	46	1
1526238786	47	46	1
1526239086	43	43	0
1526239386	45	44	1
1526239686	51	45	6
1526239986	44	44	0
1526240286	45	44	1
1526240586	46	45	1
1526240886	49	46	3
1526241186	54	49	5
1526241486	54	51	3
1526241786	50	49	1
1526242086	50	49	1
1526242386	51	49	2
1526242686	46	43	3
1526242986	38	37	1
1526243286	35	34	1
1526243586	30	25	5
1526243887	23	23	0
1526244187	23	23	0
1526244487	26	23	3
1526244787	24	23	1
1526245087	24	23	1
1526245387	24	23	1
1526245687	25	23	2
1526245987	28	25	3
1526246287	27	24	3
1526246587	27	25	2
1526246887	26	25	1
1526247187	28	25	3
1526247487	23	23	0
1526247787	27	24	3
1526248087	24	23	1
1526248387	24	23	1
1526248687	25	22	3
1526248987	22	22	0
1526249287	24	24	0
1526249587	33	31	2
1526249887	25	25	0
1526250187	29	27	2
1526250487	28	27	1
1526250787	26	26	0
1526251087	23	23	0
1526251387	23	22	1
1526251687	23	22	1
1526251987	21	21	0
1526252288	24	23	1
1526252588	23	22	1
1526252888	22	22	0
1526253188	23	22	1
1526253488	22	22	0
1526253788	21	21	0
1526254088	20	20	0
1526254388	29	26	3
1526254688	37	26	11
1526254988	32	24	8
1526255288	33	24	6
1526255588	29	23	5
1526255888	22	22	0
1526256188	16	16	0
1526256488	16	16	0
1526256788	16	16	0
1526257088	18	17	1
1526257388	16	16	0
1526257688	16	16	0
1526257988	16	16	0
1526258288	16	16	0
1526258588	16	16	0
1526258888	16	16	0
1526259188	15	15	0
1526259488	15	15	0
1526259788	15	15	0
1526260088	15	15	0
1526260388	15	15	0
1526260688	15	15	0
1526260988	15	15	0
1526261288	17	16	1
1526261589	15	15	0
1526261889	15	15	0
1526262189	15	15	0
1526262489	15	15	0
1526262789	15	15	0
1526263089	15	15	0
1526263389	2	1	1
1526263689	1	1	0
1526263989	1	1	0
1526264289	1	1	0
1526264589	1	1	0
1526264889	1	1	0
1526265189	1	1	0
1526265489	1	1	0
1526265789	1	1	0
1526266089	1	1	0
1526266389	1	1	0
1526266689	1	1	0
1526266989	1	1	0
1526267289	1	1	0
1526267589	2	1	1
1526267889	1	1	0
1526268189	1	1	0
1526268489	1	1	0
1526268789	1	1	0
1526269089	1	1	0
1526269389	1	1	0
1526269690	1	1	0
1526269990	1	1	0
1526270290	1	1	0
1526270590	1	1	0
1526270890	1	1	0
1526271190	1	1	0
1526271490	1	1	0
1526271790	1	1	0
1526272090	3	2	1
1526272390	2	1	1
1526272690	3	2	1
1526272990	2	1	1
1526273290	2	2	0
1526273590	1	1	0
1526273890	2	1	1
1526274190	1	1	0
1526274490	3	2	1
1526274790	5	2	3
1526275090	4	3	1
1526275390	5	3	2
1526275690	2	2	0
1526275990	2	2	0
1526276290	9	4	5
1526276591	4	4	0
1526276891	3	3	0
1526277191	3	3	0
1526277491	9	3	6
1526277791	4	3	1
1526278091	4	3	1
1526278391	6	4	2
1526278691	35	29	6
1526278991	34	31	3
1526279291	29	23	6
1526279591	41	32	9
1526279891	83	64	19
1526280191	65	55	10
1526280491	89	70	19
1526280791	80	66	14
1526281091	80	65	15
1526281391	108	75	33
1526281691	139	103	36
1526281991	168	131	37
1526282291	180	144	36
1526282591	166	146	20
1526282891	161	143	18
1526283191	154	142	12
1526283491	166	141	25
1526283791	181	148	33
1526284091	154	135	19
1526284391	123	117	6
1526284691	112	110	2
1526284991	108	105	3
1526285291	106	104	2
1526285591	117	109	8
1526285892	123	109	14
1526286192	141	125	16
1526286492	142	128	14
1526286792	136	127	9
1526287092	152	132	20
1526287392	160	135	26
1526287692	154	138	16
1526287992	150	139	11
1526288292	164	149	15
1526288592	161	146	15
1526288892	171	151	20
1526289192	137	132	5
1526289492	131	124	7
1526289792	125	118	7
1526290092	149	129	20
1526290392	145	132	13
1526290692	249	183	66
1526290992	239	205	34
1526291292	250	206	44
1526291592	254	217	37
1526291892	226	208	18
1526292192	296	230	66
1526292492	284	246	38
1526292792	273	249	24
1526293092	265	240	25
1526293392	251	232	19
1526293692	236	230	6
1526293992	246	234	12
1526294293	239	223	16
1526294593	286	241	45
1526294893	281	253	28
1526295193	243	233	10
1526295493	155	135	20
1526295793	128	113	15
1526296093	139	128	11
1526296393	136	127	9
1526296693	118	115	3
1526296993	123	115	8
1526297293	133	119	14
1526297593	124	117	7
1526297893	117	113	4
1526298193	115	112	3
1526298493	112	107	5
1526298793	112	106	6
1526299093	106	104	2
1526299393	120	114	6
1526299693	121	114	7
1526299993	119	114	5
1526300293	137	118	19
1526300593	113	110	3
1526300893	118	110	8
1526301193	159	136	23
1526301493	263	203	60
1526301793	256	216	40
1526302093	226	210	16
1526302393	252	223	29
1526302694	301	251	50
1526302994	267	239	28
1526303294	274	245	29
1526303594	296	267	29
1526303894	281	261	20
1526304194	266	243	23
1526304494	274	252	22
1526304794	304	272	32
1526305094	302	273	30
1526305394	271	251	20
1526305694	261	246	15
1526305994	272	259	13
1526306294	336	272	64
1526306594	287	267	20
1526306894	286	263	23
1526307194	274	254	20
1526307494	293	253	40
1526307794	144	138	6
1526308094	74	71	3
1526308394	74	66	8
1526308694	71	70	1
1526308994	61	60	1
1526309294	59	58	1
1526309594	62	60	2
1526309894	77	73	4
1526310194	97	87	10
1526310494	85	79	6
1526310794	78	77	1
1526311094	80	69	11
1526311395	82	74	8
1526311695	81	78	4
1526311995	81	75	6
1526312295	78	73	5
1526312595	81	75	6
1526312895	82	75	7
1526313195	78	73	5
1526313495	83	75	8
1526313795	81	79	2
1526314095	77	75	2
1526314395	61	59	2
1526314695	60	58	2
1526314995	56	56	0
1526315295	59	56	3
1526315595	56	53	3
1526315895	38	33	5
1526316195	35	31	4
1526316495	31	30	1
1526316795	40	33	7
1526317095	43	36	7
1526317395	46	40	7
1526317695	56	44	12
1526317995	48	46	2
1526318295	49	46	3
1526318595	56	53	7
1526318895	55	51	4
1526319195	66	59	7
1526319495	70	68	2
1526319796	73	65	8
1526320096	51	49	2
1526320396	67	65	2
1526320696	66	64	2
1526320996	72	70	6
1526321296	67	66	1
1526321596	74	66	8
1526321896	71	68	3
1526322196	69	68	1
1526322496	69	69	0
1526322796	68	67	1
1526323096	66	66	0
1526323396	65	65	0
1526323696	52	52	0
1526323996	55	51	4
1526324296	47	46	1
1526324596	41	40	1
1526324896	38	38	0
1526325196	41	40	1
1526325496	41	40	1
1526325796	42	40	2
1526326096	40	40	0
1526326396	41	38	3
1526326696	27	26	1
1526326996	38	36	2
1526327296	37	37	0
1526327596	24	21	3
1526327896	21	21	0
1526328197	23	22	1
1526328497	21	21	0
1526328797	24	22	2
1526329097	24	23	1
1526329397	21	21	0
1526329697	21	20	0
1526329997	20	20	0
1526330297	24	22	2
1526330597	24	21	3
1526330897	20	20	0
1526331197	21	20	1
1526331497	25	22	3
1526331797	22	21	0
1526332097	25	19	6
1526332397	15	15	0
1526332697	19	18	1
1526332997	17	16	1
1526333297	20	18	2
1526333597	19	17	2
1526333897	20	18	2
1526334197	19	18	1
1526334497	19	19	0
1526334797	19	19	0
1526335097	19	19	0
1526335397	19	19	0
1526335697	19	19	0
1526335997	18	18	0
1526336297	18	18	0
1526336597	18	18	0
1526336897	18	18	0
1526337198	14	14	0
1526337498	14	14	0
1526337798	17	15	2
1526338098	15	15	0
1526338398	14	14	0
1526338698	15	15	0
1526338998	15	15	0
1526339298	15	15	0
1526339598	17	15	2
1526339898	15	15	0
1526340198	15	15	0
1526340498	15	15	0
1526340798	15	15	0
1526341098	15	15	0
1526341398	16	16	0
1526341698	14	14	0
1526341998	14	14	0
1526342298	16	15	1
1526342598	15	15	0
1526342898	17	16	1
1526343198	16	16	0
1526343498	17	16	1
1526343798	16	16	0
1526344098	16	16	0
1526344398	16	16	0
1526344698	15	15	0
1526344998	17	16	1
1526345298	17	16	1
1526345598	17	16	1
1526345898	16	16	0
1526346198	16	16	0
1526346498	16	16	0
1526346798	15	15	0
1526347099	15	15	0
1526347399	15	15	0
1526347699	17	16	1
1526347999	15	15	0
1526348299	15	15	0
1526348599	15	15	0
1526348899	14	14	0
1526349199	14	14	0
1526349499	14	14	0
1526349799	1	1	0
1526350099	2	1	1
1526350399	1	1	0
1526350699	1	1	0
1526350999	2	1	1
1526351299	1	1	0
1526351599	1	1	0
1526351899	1	1	0
1526352199	1	1	0
1526352499	1	1	0
1526352799	1	1	0
1526353099	1	1	0
1526353399	1	1	0
1526353699	1	1	0
1526353999	1	1	0
1526354299	1	1	0
1526354599	1	1	0
1526354899	1	1	0
1526355199	1	1	0
1526355500	1	1	0
1526355800	3	2	1
1526356100	2	2	0
1526356400	2	2	0
1526356700	1	1	0
1526357000	1	1	0
1526357300	1	1	0
1526357600	1	1	0
1526357900	1	1	0
1526358200	1	1	0
1526358500	3	2	1
1526358800	4	4	1
1526359100	2	2	0
1526359400	2	1	1
1526359700	1	1	0
1526360000	3	2	1
1526360300	3	2	1
1526360600	5	4	1
1526360900	5	4	1
1526361200	5	5	1
1526361500	7	4	3
1526361800	14	14	3
1526362100	9	9	0
1526362400	8	4	4
1526362700	8	5	3
1526363000	12	14	5
1526363300	4	3	1
1526363600	8	5	3
1526363901	12	9	3
1526364201	17	15	2
1526364501	19	18	1
1526364801	18	17	1
1526365101	21	19	2
1526365401	21	19	2
1526365701	39	33	6
1526366001	47	39	8
1526366301	57	44	13
