1526366601	54	46	8
1526366901	58	50	8
1526367201	74	54	20
1526367501	75	61	14
1526367801	101	76	25
1526368101	150	109	43
1526368401	111	101	10
1526368701	124	107	17
1526369001	137	119	18
1526369301	134	115	21
1526369601	112	104	8
1526369901	136	115	21
1526370201	132	115	17
1526370501	132	116	16
1526370801	131	122	9
1526371101	129	118	11
1526371401	130	120	11
1526371701	143	130	13
1526372001	132	122	10
1526372301	162	136	26
1526372601	254	182	72
1526372901	253	212	43
1526373201	229	199	30
1526373502	210	189	21
1526373802	207	190	17
1526374102	237	207	30
1526374402	282	226	56
1526374702	262	230	32
1526375002	270	236	33
1526375302	258	233	25
1526375602	240	225	16
1526375902	231	213	18
1526376202	232	209	23
1526376502	217	205	14
1526376802	220	204	16
1526377102	216	199	17
1526377402	224	203	20
1526377702	236	200	36
1526378002	275	227	50
1526378302	261	233	28
1526378602	253	230	23
1526378902	265	235	30
1526379202	265	233	32
1526379502	265	238	27
1526379802	287	255	32
1526380102	257	242	15
1526380402	257	239	18
1526380702	244	236	8
1526381002	251	237	14
1526381302	246	226	20
1526381602	245	221	24
1526381902	238	226	12
1526382203	239	220	19
1526382503	232	216	16
1526382803	219	209	10
1526383103	203	193	10
1526383403	136	128	8
1526383703	144	133	11
1526384003	146	140	6
1526384303	146	141	5
1526384603	134	128	6
1526384903	133	130	3
1526385203	124	124	0
1526385503	121	111	10
1526385803	118	112	6
1526386103	103	102	1
1526386403	104	100	4
1526386703	112	106	6
1526387003	108	102	6
1526387303	112	110	1
1526387603	122	117	5
1526387903	113	110	3
1526388203	112	111	1
1526388503	135	122	13
1526388803	138	131	7
1526389103	153	148	5
1526389403	157	147	10
1526389703	161	154	7
1526390003	159	154	5
1526390303	169	159	10
1526390604	169	163	6
1526390904	168	163	5
1526391204	159	152	7
1526391504	165	163	2
1526391804	178	163	15
1526392104	165	157	8
1526392404	212	187	25
1526392704	202	193	9
1526393004	199	190	9
1526393304	196	183	13
1526393604	227	201	26
1526393904	214	205	9
1526394204	216	202	14
1526394504	201	188	13
1526394804	288	222	66
1526395104	247	230	17
1526395404	209	199	10
1526395704	242	208	34
1526396004	275	232	43
1526396304	194	189	5
1526396604	177	173	4
1526396904	167	164	3
1526397204	196	176	20
1526397504	262	215	47
1526397804	258	224	34
1526398104	253	230	23
1526398404	260	237	23
1526398704	260	249	11
1526399004	256	238	18
1526399304	249	236	13
1526399604	233	227	6
1526399905	240	230	10
1526400205	239	227	12
1526400505	244	225	19
1526400805	239	219	20
1526401105	230	217	13
1526401405	218	198	20
1526401705	269	220	49
1526402005	271	238	32
1526402305	261	234	27
1526402605	114	110	4
1526402905	75	71	4
1526403205	67	66	1
1526403505	37	36	1
1526403805	43	39	4
1526404105	41	39	2
1526404405	59	48	11
1526404705	52	50	2
1526405005	54	50	4
1526405305	60	52	8
1526405605	48	48	0
1526405905	50	49	1
1526406205	49	48	1
1526406505	48	47	1
1526406805	50	48	2
1526407105	51	47	4
1526407405	51	50	1
1526407705	55	51	4
1526408005	46	44	2
1526408305	43	43	0
1526408605	49	46	3
1526408906	44	44	0
1526409206	43	43	0
1526409506	44	42	2
1526409806	42	40	2
1526410106	43	40	3
1526410406	34	34	0
1526410706	35	32	3
1526411006	37	35	2
1526411306	35	34	1
1526411606	34	34	0
1526411906	36	34	2
1526412206	37	33	4
1526412506	40	38	2
1526412806	36	34	2
1526413106	35	33	2
1526413406	33	32	1
1526413706	74	44	28
1526414006	66	33	33
1526414306	44	43	1
1526414606	43	43	0
1526414906	93	68	32
1526415206	60	60	0
1526415506	61	60	1
1526415806	69	61	8
1526416106	62	61	1
1526416406	61	60	1
1526416707	60	60	0
1526417007	61	60	1
1526417307	60	60	0
1526417607	65	62	3
1526417907	30	28	2
1526418207	29	28	1
1526418507	28	28	0
1526418807	31	36	2
1526419107	32	28	4
1526419407	29	28	1
1526419707	29	28	1
1526420007	29	30	0
1526420307	29	29	0
1526420607	32	30	2
1526420907	29	28	1
1526421207	28	27	1
1526421507	29	26	3
1526421807	25	25	0
1526422107	23	23	0
1526422407	25	24	1
1526422707	23	21	2
1526423007	21	21	0
1526423307	25	23	2
1526423607	27	23	4
1526423907	22	21	1
1526424207	22	21	1
1526424507	23	22	1
1526424807	23	22	1
1526425107	23	22	1
1526425407	22	22	0
1526425708	22	22	0
1526426008	21	21	0
1526426308	25	23	2
1526426608	23	22	1
1526426908	22	22	0
1526427208	22	22	0
1526427508	22	22	0
1526427808	22	22	0
1526428108	22	22	0
1526428408	21	21	0
1526428708	22	22	0
1526429008	22	22	0
1526429308	22	22	0
1526429608	21	21	0
1526429908	21	21	0
1526430208	21	21	0
1526430508	21	21	0
1526430808	21	21	0
1526431108	21	21	0
1526431408	21	21	0
1526431708	21	21	0
1526432008	21	21	0
1526432308	21	21	0
1526432608	21	21	0
1526432908	21	21	0
1526433208	21	21	0
1526433508	21	21	0
1526433808	22	22	0
1526434108	23	23	0
1526434408	22	21	1
1526434708	23	22	1
1526435009	23	21	2
1526435309	23	22	1
1526435609	23	22	1
1526435909	23	22	1
1526436209	1	1	0
1526436509	1	1	0
1526436809	2	1	1
1526437109	1	1	0
1526437409	1	1	0
1526437709	1	1	0
1526438009	1	1	0
1526438309	1	1	0
1526438609	1	1	0
1526438909	1	1	0
1526439209	1	1	0
1526439509	1	1	0
1526439809	1	1	0
1526440109	1	1	0
1526440409	1	1	0
1526440709	1	1	0
1526441009	1	1	0
1526441309	1	1	0
1526441609	1	1	0
1526441909	1	1	0
1526442209	1	1	0
1526442509	1	1	0
1526442809	1	1	0
1526443110	1	1	0
1526443410	1	1	0
1526443710	1	1	0
1526444010	2	1	1
1526444310	1	1	0
1526444610	1	1	0
1526444910	1	1	0
1526445210	1	1	0
1526445510	1	1	0
1526445810	1	1	0
1526446110	2	2	0
1526446410	2	2	0
1526446710	2	2	0
1526447010	3	3	0
1526447310	1	1	0
1526447610	6	3	3
1526447910	2	2	0
1526448210	4	3	1
1526448510	4	4	0
1526448810	4	4	0
1526449110	4	4	0
1526449410	14	5	9
1526449710	5	4	1
1526450010	4	4	0
1526450310	4	4	0
1526450610	3	3	0
1526450910	12	8	4
1526451210	21	19	2
1526451510	23	21	2
1526451811	27	23	4
1526452111	27	23	4
1526452411	28	25	3
1526452711	32	27	5
1526453011	87	47	40
1526453311	60	53	7
1526453611	65	56	9
1526453911	84	66	18
1526454211	142	98	44
1526454511	165	117	48
1526454811	231	169	64
1526455111	196	167	29
1526455411	214	184	30
1526455711	197	180	17
1526456011	212	183	29
1526456311	242	210	32
1526456611	208	192	16
1526456911	236	206	30
1526457211	271	228	43
1526457511	254	223	31
1526457811	256	223	33
1526458111	232	218	14
1526458411	214	205	9
1526458711	225	207	18
1526459011	227	223	25
1526459311	218	199	19
1526459611	198	188	10
1526459911	222	204	18
1526460212	227	204	23
1526460512	181	170	11
1526460812	159	156	3
1526461112	156	158	2
1526461412	173	159	14
1526461712	231	191	40
1526462012	233	198	35
1526462312	264	218	46
1526462612	262	220	42
1526462912	272	230	42
1526463212	246	225	21
1526463512	239	219	20
1526463812	263	233	30
1526464112	245	230	15
1526464412	251	230	21
1526464712	227	219	8
1526465012	269	225	44
1526465312	233	224	9
1526465612	231	215	16
1526465912	217	208	9
1526466212	218	207	11
1526466512	207	193	14
1526466812	189	183	6
1526467112	187	173	14
1526467412	200	186	14
1526467712	185	179	6
1526468012	186	177	9
1526468312	177	167	10
1526468612	180	167	13
1526468912	160	155	5
1526469212	143	140	3
1526469513	121	117	2
1526469813	110	108	2
1526470113	119	108	11
1526470413	103	103	0
1526470713	108	104	4
1526471013	119	112	7
1526471313	110	109	1
1526471613	118	114	5
1526471913	112	109	3
1526472213	111	108	3
1526472513	106	104	2
1526472813	110	108	2
1526473113	111	107	4
1526473413	114	110	4
1526473713	133	121	10
1526474013	133	115	18
1526474313	137	128	9
1526474613	153	135	18
1526474913	161	137	24
1526475213	138	132	6
1526475513	166	145	21
1526475813	137	128	9
1526476113	139	130	9
1526476413	134	126	8
1526476713	137	131	6
1526477013	141	132	9
1526477314	129	126	3
1526477614	130	124	6
1526477914	132	125	7
1526478214	138	129	9
1526478514	118	112	6
1526478814	124	114	10
1526479114	118	113	5
1526479414	154	127	27
1526479714	211	165	46
1526480014	213	185	28
1526480314	214	194	20
1526480614	210	192	18
1526480914	205	187	18
1526481214	223	200	23
1526481514	210	197	13
1526481814	257	217	40
1526482114	241	221	20
1526482414	226	211	15
1526482714	235	212	23
1526483014	218	205	13
1526483314	218	203	15
1526483614	214	201	13
1526483914	270	237	40
1526484214	255	234	21
1526484514	234	217	17
1526484814	229	212	17
1526485114	284	234	50
1526485414	262	229	33
1526485714	235	224	11
1526486015	224	210	14
1526486315	245	215	30
1526486615	255	223	32
1526486915	187	162	25
1526487215	72	68	4
1526487515	46	43	3
1526487815	36	34	2
1526488115	29	28	1
1526488415	29	27	2
1526488715	28	28	0
1526489015	30	29	1
1526489315	26	22	4
1526489615	26	23	3
1526489915	27	23	4
1526490215	23	22	1
1526490515	26	23	3
1526490815	24	23	1
1526491115	23	23	0
1526491415	23	23	0
1526491715	25	25	0
1526492015	25	25	0
1526492315	25	24	1
1526492615	24	23	1
1526492915	26	25	1
1526493215	25	24	1
1526493515	25	24	1
1526493815	25	24	1
1526494116	27	25	2
1526494416	32	28	4
1526494716	30	29	1
1526495016	27	27	0
1526495316	25	24	1
1526495616	21	20	1
1526495916	20	20	0
1526496216	20	20	0
1526496516	20	20	0
1526496816	23	21	2
1526497116	21	21	0
1526497416	21	21	0
1526497716	20	20	0
1526498016	21	21	0
1526498316	21	21	0
1526498616	21	21	0
1526498916	21	21	0
1526499216	21	21	0
1526499516	21	21	0
1526499816	21	21	0
1526500116	22	22	0
1526500416	21	21	0
1526500716	21	21	0
1526501016	23	22	1
1526501316	24	22	2
1526501616	25	23	2
1526501917	24	23	1
1526502217	23	22	1
1526502517	22	21	1
1526502817	21	21	0
1526503117	21	21	0
1526503417	27	26	1
1526503717	35	33	2
1526504017	33	33	0
1526504317	32	32	0
1526504617	29	28	1
1526504917	37	35	2
1526505217	32	31	1
1526505517	34	32	2
1526505817	32	32	0
1526506117	20	20	0
1526506417	20	20	0
1526506717	19	19	0
1526507017	18	18	0
1526507317	20	19	1
1526507617	19	18	1
1526507917	18	18	0
1526508217	18	18	0
1526508517	18	18	0
1526508817	20	19	1
1526509117	19	18	1
1526509417	21	19	2
1526509717	19	18	1
1526510017	20	19	1
1526510318	20	19	1
1526510618	22	20	2
1526510918	19	19	0
1526511218	19	19	0
1526511518	19	19	0
1526511818	19	19	0
1526512118	18	18	0
1526512418	18	18	0
1526512718	18	18	0
1526513018	18	18	0
1526513318	18	18	0
1526513618	19	18	1
1526513918	18	18	0
1526514218	18	18	0
1526514518	18	18	0
1526514818	22	20	2
1526515118	19	19	0
1526515418	19	19	0
1526515718	21	20	1
1526516018	19	19	0
1526516318	20	20	0
1526516618	20	20	0
1526516918	20	20	0
1526517218	20	20	0
1526517518	20	20	0
1526517818	20	20	0
1526518118	20	20	0
1526518418	20	20	0
1526518718	20	20	0
1526519019	20	20	0
1526519319	19	19	0
1526519619	21	20	1
1526519919	20	20	0
1526520219	20	20	0
1526520519	21	20	1
1526520819	19	19	0
1526521119	19	19	0
1526521419	19	19	0
1526521719	19	19	0
1526522019	19	19	0
1526522319	19	19	0
1526522619	1	1	0
1526522919	1	1	0
1526523219	1	1	0
1526523519	1	1	0
1526523819	1	1	0
1526524119	1	1	0
1526524419	1	1	0
1526524719	1	1	0
1526525019	1	1	0
1526525319	1	1	0
1526525619	1	1	0
1526525919	1	1	0
1526526219	1	1	0
1526526519	1	1	0
1526526819	1	1	0
1526527119	1	1	0
1526527419	1	1	0
1526527720	1	1	0
1526528020	1	1	0
1526528320	1	1	0
1526528620	1	1	0
1526528920	1	1	0
1526529220	1	1	0
1526529520	2	1	1
1526529820	1	1	0
1526530120	1	1	0
1526530420	1	1	0
1526530720	1	1	0
1526531020	1	1	0
1526531320	1	1	0
1526531620	2	1	1
1526531920	1	1	0
1526532220	1	1	0
1526532520	1	1	0
1526532820	1	1	0
1526533120	1	1	0
1526533420	1	1	0
1526533720	2	1	1
1526534020	1	1	0
1526534320	1	1	0
1526534620	1	1	0
1526534920	2	1	1
1526535220	3	2	1
1526535520	1	1	0
1526535820	2	1	1
1526536120	1	1	0
1526536420	2	1	1
1526536721	2	1	1
1526537021	13	11	2
1526537321	12	11	1
1526537621	16	14	2
1526537921	16	15	1
1526538221	21	14	7
1526538521	19	16	3
1526538821	38	29	9
1526539121	41	32	9
1526539421	48	44	4
1526539721	59	49	10
1526540021	76	57	18
1526540321	97	75	22
1526540621	142	106	36
1526540921	230	143	87
1526541221	196	160	38
1526541521	207	172	35
1526541821	232	187	45
1526542121	218	187	31
1526542421	205	188	17
1526542721	200	187	13
1526543021	193	182	11
1526543321	189	181	8
1526543621	184	176	8
1526543921	205	188	17
1526544221	229	198	31
1526544522	197	186	11
1526544822	209	193	16
1526545122	218	190	28
1526545422	219	191	28
1526545722	200	178	22
1526546022	184	170	14
1526546322	176	156	20
1526546622	174	155	19
1526546922	194	170	24
1526547222	108	101	7
1526547522	58	57	1
1526547822	51	51	0
1526548122	39	39	0
1526548422	30	30	0
1526548722	23	23	0
1526549022	17	16	1
1526549322	15	14	1
1526549622	8	8	0
1526549922	5	4	1
1526550222	3	3	0
1526550522	2	2	0
1526550822	3	2	1
1526551122	6	4	2
1526551422	4	3	1
1526551722	4	3	1
1526552022	5	4	1
1526552322	8	7	1
1526552622	9	6	3
1526552922	7	6	1
1526553222	5	5	0
1526553523	7	5	2
1526553823	9	7	2
1526554123	12	7	5
1526554423	13	10	3
1526554723	8	7	1
