1526076000	0	0
1526201997	0	0
1526201998	22.372070	1167.039062
1526205570	16.568359	938.213867
1526209171	13.144531	683.806641
1526212773	12.343750	809.914062
1526216374	48.666992	2328.177734
1526219975	53.690430	2554.270508
1526223576	28.687500	1288.109375
1526227177	24.874023	1335.498047
1526230779	24.943359	1427.554688
1526234380	22.245117	1095.404297
1526237981	7.816406	621.997070
1526241583	6.250977	515.944336
1526245184	6.635742	515.811523
1526248786	6.169922	501.868164
1526252388	4.817383	467.528320
1526255989	21.968750	1296.459961
1526259590	3.580078	420.954102
1526263191	3.916992	422.823242
1526266793	3.745117	418.280273
1526270394	3.454102	418.187500
1526273995	3.784180	435.898438
1526277596	4.567383	477.933594
1526281198	16.197266	1004.969727
1526284169	23.769531	1204.458008
1526284799	26.569336	1351.600586
1526287770	16.285156	876.414062
1526288370	19.701172	1078.896484
1526291371	22.097656	1179.149414
1526291972	27.919922	1466.327148
1526294973	28.165039	1339.679688
1526295573	32.051758	1538.781250
1526298574	12.422852	664.804688
1526299174	14.212891	791.126953
1526302175	19.745117	1071.389648
1526302776	29.704102	1462.032227
1526305777	31.203125	1429.683594
1526306377	39.291016	1857.757812
1526309378	14.031250	777.596680
1526309978	16.008789	936.166992
1526312979	220.311523	715.130859
1526313579	222.974609	956.998047
1526316580	5.625977	484.325195
1526317181	7.640625	644.606445
1526320182	8.476562	656.003906
1526320782	9.958008	772.740234
1526323783	6.496094	445.288086
1526324383	7.909180	560.391602
1526327384	4.734375	387.694336
1526327985	5.764648	488.805664
1526330986	4.281250	400.114258
1526331586	5.530273	512.573242
1526334587	6.344727	469.856445
1526335187	7.248047	571.279297
1526338188	2.860352	353.527344
1526338789	3.783203	453.189453
1526341789	11.380859	1021.190430
1526342390	12.252930	1124.903320
1526345391	3.125977	357.806641
1526345991	3.958984	457.976562
1526348992	4.513672	364.233398
1526349592	5.375000	459.412109
1526352593	2.659180	348.315430
1526353194	3.482422	443.416992
1526356195	2.654297	350.348633
1526356795	3.523438	445.450195
1526359796	3.308594	368.165039
1526360396	4.394531	476.496094
1526363398	7.723633	519.214844
1526363998	10.117188	673.698242
1526366999	8.382812	668.746094
1526367599	12.464844	979.085938
1526370600	26.959961	1393.531250
1526371170	31.593750	1663.372070
1526374202	29.770508	1464.498047
1526374772	37.727539	1869.406250
1526377803	28.785156	1508.542969
1526378373	35.617188	1862.071289
1526381404	23.515625	1236.805664
1526381974	26.700195	1392.142578
1526385005	13.434570	826.565430
1526385576	14.787109	905.758789
1526388607	10.205078	682.754883
1526389177	12.561523	840.202148
1526392208	15.004883	833.519531
1526392778	19.731445	1064.183594
1526395809	233.010742	1236.548828
1526396379	237.941406	1459.529297
1526399411	23.864258	1377.944336
1526399981	26.937500	1523.439453
1526403012	22.589844	1253.127930
1526403582	23.315430	1311.296875
1526406613	7.507812	583.666992
1526407183	8.509766	637.985352
1526410214	5.716797	501.251953
1526410785	6.204102	557.319336
1526413816	6.448242	572.151367
1526414386	7.690430	640.183594
1526417417	7.294922	558.489258
1526417987	7.951172	603.634766
1526421018	5.692383	488.887695
1526421589	6.418945	531.877930
1526424320	5.262695	399.292969
1526425190	7.242188	555.728516
1526427921	10.997070	1057.080078
1526428791	12.080078	1189.738281
1526431522	4.091797	327.038086
1526432392	5.178711	459.708984
1526435123	4.470703	371.078125
1526435994	6.459961	533.369141
1526438725	2.375977	326.697266
1526439595	3.265625	457.103516
1526442326	2.592773	326.673828
1526443196	3.502930	457.100586
1526445927	2.644531	327.993164
1526446798	3.875000	466.201172
1526449529	4.522461	388.402344
1526450399	5.999023	530.780273
1526453130	9.598633	653.112305
1526453970	13.447266	938.002930
1526456731	31.343750	1676.274414
1526457571	42.205078	2240.402344
1526460332	25.741211	1180.252930
1526461173	29.301758	1400.030273
1526463934	25.246094	1258.856445
1526464774	30.375000	1562.266602
1526467535	16.679688	888.446289
1526468375	20.658203	1133.663086
1526471136	8.617188	550.941406
1526471977	11.070312	755.905273
1526474738	11.492188	706.624023
1526475578	17.429688	1042.780273
1526478339	12.641602	749.131836
1526479179	16.241211	975.327148
1526481940	24.707031	1376.126953
1526482780	30.845703	1712.417969
1526485541	24.466797	1317.677734
1526486382	31.375000	1684.691406
1526489143	8.791016	588.430664
1526489983	10.451172	761.558594
1526492744	3.612305	396.734375
1526493584	4.696289	535.861328
1526496345	3.659180	371.458008
1526497186	5.271484	529.728516
1526499947	3.180664	352.617188
1526500787	4.292969	493.725586
1526503548	3.920898	396.791992
1526504388	5.315430	557.195312
1526507149	4.135742	391.607422
1526507989	5.219727	534.825195
1526510750	5.288086	410.610352
1526511591	6.328125	551.714844
1526514351	12.412109	1096.151367
1526515192	13.567383	1241.768555
1526517953	3.136719	356.803711
1526518793	4.500000	495.737305
1526521554	2.956055	354.900391
1526522394	4.014648	493.848633
1526525155	2.869141	347.727539
1526525996	3.856445	486.536133
1526528757	2.626953	347.835938
1526529597	3.627930	486.806641
1526532358	4.193359	348.279297
1526533198	5.297852	487.216797
1526535959	3.765625	365.747070
1526536770	5.028320	512.671875
1526539561	7.835938	620.737305
1526540371	12.422852	927.679688
1526543162	22.557617	1223.288086
1526543972	28.886719	1531.832031
1526546763	19.453125	1086.651367
1526547574	23.168945	1331.503906
1526550365	3.776367	393.597656
1526551175	4.812500	540.817383
1526553966	3.853516	391.050781
