1526032801	0.08	0.06	0.08	2.58506	0
1526033401	0.06	0.09	0.08	2.58409	0
1526034001	0.03	0.07	0.08	2.58442	0
1526034601	0.23	0.10	0.08	2.58405	0
1526035201	0.14	0.13	0.10	2.58432	0
1526035801	0.00	0.05	0.07	2.58441	0
1526036401	0.09	0.05	0.06	2.58432	0
1526037001	0.11	0.07	0.04	2.58457	0
1526037601	0.03	0.03	0.01	2.58547	0
1526038201	0.01	0.06	0.02	2.58582	0
1526038801	1.32	0.48	0.21	2.58488	0
1526039401	0.11	0.52	0.49	2.58538	0
1526040001	0.04	0.14	0.28	2.58588	0
1526040601	0.01	0.03	0.15	2.5861	0
1526041201	0.24	0.15	0.13	2.58578	0
1526041801	0.05	0.09	0.10	2.58958	0
1526042401	0.32	0.18	0.12	2.58768	0
1526043001	0.08	0.06	0.07	2.58623	0
1526043601	0.00	0.02	0.05	2.58584	0
1526044201	0.06	0.06	0.06	2.5863	0
1526044801	0.10	0.13	0.09	2.58634	0
1526045401	0.00	0.03	0.06	2.58607	0
1526046001	0.11	0.21	0.14	2.58661	0
1526046601	0.10	0.10	0.11	2.58907	0
1526047201	0.06	0.08	0.09	2.58853	0
1526047801	0.02	0.04	0.06	2.58675	0
1526048401	0.63	0.27	0.14	2.58698	0
1526049001	0.09	0.12	0.10	2.59029	0
1526049601	0.09	0.07	0.08	2.5896	0
1526050201	0.24	0.21	0.13	2.61877	0
1526050801	0.06	0.28	0.24	2.61177	0
1526051401	0.62	0.38	0.29	2.60794	0
1526052001	0.06	0.11	0.17	2.60275	0
1526052601	0.16	0.11	0.12	2.60116	0
1526053201	0.07	0.07	0.09	2.60007	0
1526053801	0.01	0.06	0.08	2.59989	0
1526054401	0.49	0.22	0.12	2.59967	0
1526055001	0.23	0.10	0.09	2.59922	0
1526055601	0.01	0.02	0.05	2.60106	0
1526056201	0.37	0.21	0.11	2.6014	0
1526056801	0.09	0.09	0.08	2.599	0
1526057401	0.16	0.09	0.08	2.59926	0
1526058001	0.18	0.07	0.07	2.59797	0
1526058601	0.02	0.04	0.05	2.5978	0
1526059201	0.06	0.06	0.06	2.5981	0
1526059801	0.43	0.16	0.10	2.60055	0
1526060401	0.25	0.24	0.14	2.59744	0
1526061001	0.18	0.44	0.30	2.59829	0
1526061601	0.29	0.17	0.19	2.59676	0
1526062201	0.00	0.03	0.09	2.59727	0
1526062801	0.23	0.15	0.11	2.59718	0
1526063401	0.07	0.10	0.09	2.597	0
1526064001	0.00	0.02	0.06	2.5971	0
1526064601	0.03	0.07	0.07	2.5974	0
1526065201	0.00	0.05	0.07	2.59728	0
1526065801	0.02	0.12	0.10	2.59703	0
1526066401	0.14	0.07	0.07	2.59748	0
1526067001	0.09	0.13	0.09	2.59807	0
1526067601	0.07	0.11	0.09	2.59729	0
1526068201	0.02	0.02	0.04	2.59757	0
1526068801	0.23	0.15	0.09	2.59907	0
1526069401	0.25	0.14	0.10	2.59797	0
1526070001	0.09	0.11	0.09	2.59859	0
1526070601	0.23	0.12	0.10	2.5976	0
1526071201	0.10	0.10	0.09	2.59753	0
1526071801	0.12	0.07	0.07	2.59964	0
1526072401	0.10	0.12	0.09	2.59949	0
1526073001	0.04	0.10	0.09	2.59976	0
1526073601	0.12	0.17	0.12	2.59967	0
1526074201	0.00	0.07	0.08	2.60028	0
1526074801	0.09	0.07	0.07	2.59975	0
1526075401	0.00	0.01	0.03	2.59997	0
1526076001	0.04	0.07	0.04	2.59981	0
1526076001	0.04	0.07	0.04	2.6005	0
1526076601	0.64	0.21	0.09	2.60291	0
1526077201	0.13	0.60	0.50	2.77542	0
1526077801	0.17	0.25	0.35	2.77523	0
1526078401	0.00	0.03	0.17	2.7733	0
1526079001	0.19	0.12	0.14	2.77197	0
1526079601	0.00	0.03	0.07	2.77168	0
1526080201	1.00	0.68	0.35	3.76679	0
1526080801	0.99	1.02	0.72	3.75612	0
1526081401	0.02	0.19	0.40	3.75251	0
1526082001	0.13	0.08	0.22	3.75431	0
1526082601	0.02	0.03	0.12	3.755	0
1526083201	0.20	0.13	0.10	3.75432	0
1526083801	0.02	0.08	0.08	3.75423	0
1526084401	0.26	0.13	0.10	3.7526	0
1526085001	0.16	0.08	0.08	3.75421	0
1526085601	0.34	0.10	0.08	3.75433	0
1526086201	0.15	0.12	0.09	3.75423	0
1526086801	0.12	0.09	0.08	3.75499	0
1526087401	0.02	0.06	0.08	3.75512	0
1526088001	0.00	0.01	0.04	3.75544	0
1526088601	0.00	0.07	0.07	3.75488	0
1526089201	0.02	0.07	0.08	3.7532	0
1526089801	0.06	0.09	0.09	3.75476	0
1526090401	0.04	0.10	0.09	3.75492	0
1526091001	0.13	0.16	0.15	2.62188	0
1526091601	0.11	0.16	0.16	2.62333	0
1526092201	0.02	0.05	0.08	2.6239	0
1526092801	0.23	0.18	0.12	2.62343	0
1526093401	0.04	0.11	0.09	2.62185	0
1526094001	0.03	0.07	0.08	2.62223	0
1526094601	0.05	0.08	0.08	2.62333	0
1526095201	0.02	0.05	0.07	2.62177	0
1526095801	0.13	0.07	0.06	2.62677	0
1526096401	0.02	0.03	0.03	2.62536	0
1526097001	0.09	0.08	0.03	2.62624	0
1526097601	0.44	0.25	0.11	2.62533	0
1526098201	0.03	0.08	0.08	2.6235	0
1526098801	0.05	0.04	0.06	2.6253	0
1526099401	0.11	0.12	0.08	2.78007	0
1526100001	0.06	0.08	0.08	2.77843	0
1526100601	0.19	0.10	0.09	2.7794	0
1526101201	0.11	0.15	0.10	2.7785	0
1526101801	0.15	0.13	0.10	2.777	0
1526102401	0.01	0.08	0.08	2.77873	0
1526103001	0.00	0.05	0.07	2.77889	0
1526103601	0.00	0.04	0.06	2.77894	0
1526104201	0.03	0.07	0.06	2.77938	0
1526104801	0.10	0.07	0.07	2.77938	0
1526105401	0.05	0.12	0.08	2.77956	0
1526106001	0.15	0.13	0.10	2.77898	0
1526106601	0.07	0.07	0.08	2.779	0
1526107201	0.07	0.04	0.06	2.78007	0
1526107801	0.00	0.04	0.07	2.78019	0
1526108401	0.23	0.16	0.09	2.78317	0
1526109001	0.09	0.15	0.10	2.78043	0
1526109601	0.34	0.14	0.10	2.78024	0
1526110201	0.39	0.24	0.14	2.7804	0
1526110801	0.19	0.12	0.10	2.77971	0
1526111401	0.15	0.15	0.12	2.7813	0
1526112001	0.20	0.12	0.10	2.78154	0
1526112601	0.11	0.11	0.09	2.7816	0
1526113201	0.16	0.15	0.10	2.78158	0
1526113801	1.19	0.87	0.43	2.9622	0
1526114401	0.13	0.30	0.33	2.96078	0
1526115001	0.00	0.08	0.20	2.9596	0
1526115601	0.14	0.09	0.13	2.95892	0
1526116201	0.25	0.17	0.14	2.95775	0
1526116801	0.03	0.15	0.16	2.9597	0
1526117401	0.09	0.10	0.11	2.96049	0
1526118001	0.13	0.20	0.14	2.95816	0
1526118601	0.38	0.32	0.23	2.95878	0
1526119201	0.30	0.20	0.18	2.95836	0
1526119801	1.29	1.12	0.60	3.13525	0
1526120401	0.00	0.23	0.39	3.14763	0
1526121001	0.09	0.17	0.27	3.14466	0
1526121601	0.14	0.16	0.20	3.14088	0
1526122201	0.14	0.12	0.14	3.14016	0
1526122801	0.02	0.09	0.12	3.13956	0
1526123401	0.09	0.10	0.09	3.13937	0
1526124001	0.08	0.10	0.09	3.14011	0
1526124601	0.30	0.18	0.12	3.13878	0
1526125201	0.07	0.08	0.08	3.13843	0
1526125801	0.01	0.09	0.09	3.13696	0
1526126401	0.12	0.10	0.09	3.13757	0
1526127001	0.36	0.32	0.19	3.13903	0
1526127601	1.25	0.90	0.51	3.32223	0
1526128201	0.02	0.27	0.38	3.31716	0
1526128801	0.80	0.49	0.41	3.31532	0
1526129401	0.70	0.43	0.42	3.315	0
1526130001	0.04	0.22	0.33	3.31589	0
1526130601	0.19	0.25	0.27	3.31474	0
1526131201	0.05	0.17	0.22	3.31347	0
1526131801	0.04	0.15	0.19	3.31248	0
1526132401	0.08	0.16	0.17	3.31202	0
1526133001	0.10	0.17	0.17	3.31208	0
1526133601	0.03	0.11	0.14	3.31166	0
1526134201	0.13	0.15	0.13	3.31152	0
1526134801	0.21	0.23	0.16	3.3138	0
1526135401	0.05	0.11	0.13	3.31395	0
1526136001	0.35	0.25	0.18	3.31157	0
1526136601	0.22	0.21	0.18	3.3117	0
1526137201	0.21	0.20	0.18	3.31192	0
1526137801	0.22	0.17	0.17	3.31137	0
1526138401	0.08	0.14	0.16	3.31148	0
1526139001	0.73	0.29	0.19	3.3144	0
1526139601	0.06	0.11	0.15	3.31441	0
1526140201	0.01	0.08	0.11	3.31225	0
1526140801	0.17	0.13	0.10	3.31165	0
1526141401	0.19	0.25	0.17	3.31153	0
1526142001	0.07	0.18	0.17	3.31137	0
1526142601	0.22	0.21	0.18	3.3111	0
1526143201	0.02	0.11	0.15	3.31157	0
1526143801	0.20	0.24	0.19	3.31316	0
1526144401	0.13	0.26	0.25	3.31357	0
1526145001	0.43	0.29	0.23	3.31126	0
1526145601	0.11	0.17	0.18	3.31112	0
1526146201	0.01	0.08	0.12	3.31255	0
1526146801	0.18	0.09	0.09	3.3108	0
1526147401	0.11	0.08	0.09	3.31162	0
1526148001	0.00	0.00	0.03	3.31302	0
1526148601	0.01	0.08	0.07	3.31288	0
1526149201	0.13	0.13	0.10	3.31186	0
1526149801	0.01	0.15	0.12	3.31105	0
1526150401	0.18	0.10	0.10	3.31125	0
1526151001	0.01	0.04	0.07	3.31135	0
1526151601	0.06	0.04	0.04	3.31164	0
1526152201	0.03	0.04	0.01	3.31174	0
1526152801	0.17	0.09	0.02	3.31408	0
1526153401	0.35	0.15	0.05	3.31408	0
1526154001	0.06	0.13	0.08	3.31167	0
1526154601	0.24	0.14	0.10	3.31182	0
1526155201	0.21	0.14	0.10	3.31222	0
1526155801	0.17	0.12	0.09	3.31157	0
1526156401	0.02	0.06	0.08	3.31171	0
1526157001	0.00	0.03	0.06	3.31491	0
1526157601	0.14	0.07	0.06	3.3135	0
1526158201	0.08	0.08	0.08	3.31261	0
1526158801	0.05	0.05	0.05	3.31198	0
1526159401	0.03	0.10	0.08	3.31189	0
1526160001	0.13	0.13	0.09	3.31212	0
1526160601	0.16	0.07	0.07	3.31197	0
1526161201	0.04	0.10	0.08	3.3122	0
1526161801	0.02	0.07	0.07	3.31517	0
1526162401	0.06	0.07	0.08	3.31377	0
1526162401	0.06	0.07	0.08	3.31478	0
1526163001	0.16	0.15	0.11	3.31284	0
1526163601	0.45	0.19	0.12	3.31377	0
1526164201	0.45	0.19	0.12	3.31314	0
1526164801	0.13	0.13	0.09	3.31401	0
1526165401	0.04	0.13	0.11	3.31417	0
1526166001	0.04	0.08	0.08	3.31512	0
1526166601	1.07	0.69	0.36	4.30365	0
1526167201	1.09	1.07	0.75	4.2999	0
1526167801	0.00	0.24	0.49	4.29533	0
1526168401	0.42	0.25	0.36	4.29411	0
1526169001	0.27	0.24	0.27	4.29369	0
1526169601	0.24	0.16	0.19	4.29548	0
1526170201	0.14	0.18	0.18	4.29441	0
1526170801	0.01	0.11	0.15	4.29613	0
1526171401	0.38	0.13	0.11	4.29634	0
1526172001	0.03	0.11	0.09	4.29476	0
1526172601	0.00	0.07	0.08	4.29706	0
1526173201	0.17	0.14	0.10	4.29614	0
1526173801	0.05	0.11	0.09	4.29476	0
1526174401	0.46	0.22	0.12	4.29634	0
1526175001	0.04	0.07	0.08	4.29604	0
1526175601	0.02	0.07	0.08	4.29514	0
1526176201	0.10	0.10	0.09	4.29626	0
1526176801	0.17	0.17	0.12	4.29585	0
1526177401	0.07	0.22	0.22	3.16605	0
1526178001	0.03	0.07	0.13	3.16612	0
1526178601	0.03	0.04	0.08	3.16549	0
1526179201	0.07	0.10	0.09	3.1643	0
1526179801	0.07	0.07	0.08	3.1661	0
1526180401	0.13	0.12	0.09	3.16657	0
1526181001	0.27	0.25	0.17	3.16435	0
1526181601	0.03	0.08	0.11	3.16422	0
1526182201	0.06	0.09	0.09	3.1661	0
1526182801	0.16	0.17	0.12	3.16427	0
1526183401	0.20	0.09	0.08	3.16497	0
1526184001	0.15	0.08	0.08	3.16669	0
1526184601	0.00	0.00	0.03	3.16626	0
1526185201	0.14	0.07	0.02	3.16446	0
1526185801	0.35	0.16	0.07	3.31615	0
1526186401	0.20	0.24	0.14	3.3166	0
1526187001	0.17	0.13	0.10	3.31844	0
1526187601	0.06	0.12	0.11	3.31938	0
1526188201	0.19	0.12	0.10	3.31852	0
1526188801	0.02	0.05	0.07	3.31775	0
1526189401	0.05	0.05	0.06	3.32029	0
1526190001	0.12	0.08	0.05	3.31874	0
1526190601	0.08	0.06	0.03	3.31721	0
1526191201	0.03	0.06	0.03	3.31704	0
1526191801	0.07	0.11	0.05	3.31716	0
1526192401	0.25	0.17	0.10	3.31911	0
1526193001	0.14	0.10	0.09	3.31904	0
1526193601	0.03	0.12	0.09	3.31752	0
1526194201	0.01	0.07	0.08	3.31973	0
1526194801	0.07	0.07	0.08	3.32006	0
1526195401	0.17	0.14	0.10	3.31757	0
1526196001	0.02	0.05	0.07	3.31861	0
1526196601	0.10	0.10	0.09	3.32281	0
1526197201	0.04	0.09	0.08	3.32217	0
1526197801	0.14	0.15	0.10	3.32116	0
1526198401	0.42	0.21	0.12	3.32359	0
1526199001	0.41	0.30	0.20	3.32361	0
1526199601	2.27	2.20	1.38	3.32243	0
1526200201	0.12	0.64	0.99	3.32143	0
1526200801	0.08	0.21	0.58	3.32386	0
1526201401	0.26	0.21	0.39	3.32483	0
1526202001	1.02	0.45	0.38	3.32515	0
1526202601	0.06	0.16	0.25	3.32478	0
1526203201	0.08	0.24	0.27	3.33036	0
1526203801	0.72	0.43	0.32	3.33141	0
1526204401	0.75	0.31	0.27	3.33017	0
1526205001	0.19	0.18	0.21	3.33056	0
1526205601	0.33	0.27	0.23	3.3309	0
1526206201	0.17	0.22	0.24	3.32911	0
1526206801	0.30	0.17	0.19	3.32948	0
1526207401	0.04	0.14	0.17	3.33241	0
1526208001	0.27	0.17	0.16	3.3314	0
1526208601	0.10	0.13	0.14	3.32912	0
1526209201	0.15	0.12	0.12	3.33153	0
1526209801	0.22	0.15	0.10	3.32996	0
1526210401	0.10	0.10	0.09	3.32858	0
1526211001	0.00	0.03	0.06	3.32821	0
1526211601	0.08	0.13	0.09	3.32935	0
1526212201	0.03	0.08	0.08	3.33079	0
1526212801	0.09	0.10	0.09	3.33097	0
1526213401	0.32	0.25	0.19	3.33284	0
1526214001	0.41	0.25	0.20	3.33467	0
1526214601	0.21	0.24	0.20	3.3368	0
1526215201	0.78	0.48	0.32	3.34315	0
1526215801	0.12	0.19	0.24	3.34247	0
1526216401	0.30	0.32	0.27	3.3548	0
1526217001	2.07	0.91	0.49	3.35191	0
1526217601	1.22	1.20	0.88	3.34857	0
1526218201	1.19	1.22	1.04	3.35195	0
1526218801	0.38	0.61	0.85	3.12181	0
1526219401	0.32	0.34	0.58	3.12004	0
1526220001	0.09	0.20	0.38	3.11957	0
1526220601	0.33	0.29	0.34	3.11828	0
1526221201	0.24	0.22	0.27	3.11887	0
1526221801	0.09	0.14	0.18	3.11766	0
1526222401	0.17	0.29	0.26	3.11689	0
1526223001	0.16	0.25	0.25	3.11897	0
1526223601	0.14	0.19	0.22	3.11977	0
1526224201	0.25	0.18	0.18	3.12075	0
1526224801	0.54	0.33	0.23	3.12169	0
1526225401	0.12	0.17	0.18	3.12206	0
1526226001	0.30	0.20	0.16	3.11927	0
1526226601	0.25	0.16	0.15	3.11864	0
1526227201	0.09	0.13	0.12	3.1208	0
1526227801	0.03	0.08	0.08	3.11953	0
1526228401	0.21	0.18	0.12	3.11853	0
1526229001	0.04	0.16	0.15	3.11757	0
1526229601	0.26	0.18	0.16	3.11642	0
1526230201	0.30	0.28	0.24	3.11647	0
1526230801	0.32	0.20	0.19	3.11875	0
1526231401	0.13	0.34	0.27	3.15327	0
1526232001	0.02	0.10	0.16	3.14012	0
1526232601	0.12	0.20	0.19	3.13382	0
1526233201	0.18	0.20	0.18	3.12658	0
1526233801	0.10	0.17	0.17	3.12617	0
1526234401	0.12	0.19	0.17	3.13085	0
1526235001	0.00	0.05	0.11	3.12748	0
1526235601	0.12	0.08	0.09	3.12706	0
1526236201	0.05	0.09	0.09	3.13004	0
1526236801	0.16	0.18	0.12	3.12849	0
1526237401	0.11	0.16	0.15	3.12666	0
1526238001	0.07	0.17	0.17	3.12437	0
1526238601	0.30	0.23	0.19	3.12152	0
1526239201	0.03	0.07	0.12	3.11944	0
1526239801	0.11	0.09	0.09	3.11936	0
1526240401	0.04	0.04	0.07	3.11862	0
1526241001	0.18	0.15	0.09	3.11946	0
1526241601	0.33	0.16	0.11	3.11895	0
1526242201	0.05	0.06	0.07	3.11754	0
1526242801	0.02	0.06	0.07	3.11898	0
1526243401	0.01	0.04	0.06	3.11953	0
1526244001	0.14	0.12	0.09	3.1169	0
1526244601	0.02	0.14	0.12	3.11915	0
1526245201	0.21	0.23	0.18	3.11861	0
1526245801	0.14	0.15	0.16	3.11763	0
1526246401	0.11	0.12	0.13	3.11651	0
1526247001	0.33	0.19	0.12	3.1197	0
1526247601	0.15	0.15	0.13	3.11726	0
1526248201	0.13	0.08	0.09	3.11497	0
1526248801	0.16	0.12	0.10	3.11562	0
1526248801	0.16	0.12	0.10	3.11701	0
1526249401	0.07	0.08	0.09	3.11781	0
1526250001	0.26	0.17	0.11	3.11842	0
1526250601	0.14	0.09	0.09	3.1181	0
1526251201	0.07	0.07	0.08	3.11581	0
1526251801	0.40	0.22	0.13	3.12335	0
1526252401	0.15	0.12	0.10	3.11745	0
1526253001	1.03	0.77	0.40	4.33858	0
1526253601	1.02	1.04	0.74	4.3385	0
1526254201	0.02	0.34	0.57	4.33527	0
1526254801	0.31	0.23	0.39	4.33275	0
1526255401	0.17	0.12	0.24	4.33267	0
1526256001	0.12	0.11	0.17	4.3327	0
1526256601	0.01	0.11	0.15	4.3286	0
1526257201	0.24	0.16	0.12	4.32973	0
1526257801	0.02	0.06	0.08	4.32988	0
1526258401	0.05	0.06	0.08	4.33218	0
1526259001	0.21	0.13	0.10	4.33066	0
1526259601	0.23	0.13	0.10	4.33053	0
1526260201	0.10	0.09	0.09	4.33058	0
1526260801	0.20	0.17	0.11	4.32899	0
1526261401	0.15	0.09	0.09	4.33078	0
1526262001	0.03	0.12	0.10	4.33096	0
1526262601	0.18	0.10	0.09	4.33088	0
1526263201	0.13	0.06	0.07	4.33083	0
1526263801	0.03	0.14	0.15	3.19976	0
1526264401	0.12	0.11	0.10	3.20127	0
1526265001	0.18	0.11	0.09	3.20236	0
1526265601	0.17	0.09	0.08	3.2033	0
1526266201	0.40	0.15	0.11	3.20311	0
1526266801	0.42	0.26	0.15	3.20164	0
1526267401	0.07	0.13	0.10	3.20161	0
1526268001	0.06	0.07	0.08	3.20354	0
1526268601	0.06	0.07	0.07	3.20343	0
1526269201	0.05	0.07	0.07	3.20193	0
1526269801	0.09	0.09	0.08	3.20195	0
1526270401	0.07	0.09	0.09	3.20215	0
1526271001	0.09	0.07	0.07	3.202	0
1526271601	0.03	0.08	0.08	3.20285	0
1526272201	0.04	0.03	0.04	3.35051	0
1526272801	0.02	0.03	0.01	3.35065	0
1526273401	0.06	0.10	0.03	3.3508	0
1526274001	0.01	0.05	0.02	3.35062	0
1526274601	0.15	0.12	0.06	3.35089	0
1526275201	0.08	0.12	0.09	3.35261	0
1526275801	0.04	0.06	0.07	3.35238	0
1526276401	0.63	0.23	0.13	3.35112	0
1526277001	0.08	0.14	0.14	3.35303	0
1526277601	0.09	0.13	0.13	3.35281	0
1526278201	0.05	0.05	0.08	3.35275	0
1526278801	0.17	0.18	0.12	3.35372	0
1526279401	0.14	0.11	0.09	3.35518	0
1526280001	0.35	0.23	0.13	3.35711	0
1526280601	0.15	0.17	0.12	3.35621	0
1526281201	0.17	0.16	0.12	3.35809	0
1526281801	0.22	0.20	0.17	3.36064	0
1526282401	0.17	0.30	0.24	3.36061	0
1526283001	0.06	0.15	0.18	3.36098	0
1526283601	0.06	0.14	0.17	3.35938	0
1526284201	0.07	0.13	0.15	3.36185	0
1526284801	0.10	0.07	0.09	3.36151	0
1526285401	0.03	0.04	0.07	3.35995	0
1526286001	0.55	0.30	0.17	3.36211	0
1526286601	0.11	0.19	0.17	3.36173	0
1526287201	0.46	0.33	0.23	3.36677	0
1526287801	0.17	0.20	0.18	3.36479	0
1526288401	0.43	0.27	0.21	3.36508	0
1526289001	0.04	0.11	0.15	3.36643	0
1526289601	0.07	0.11	0.13	3.36377	0
1526290201	0.47	0.32	0.22	3.36477	0
1526290801	0.21	0.21	0.19	3.36698	0
1526291401	0.39	0.48	0.35	3.37185	0
1526292001	0.04	0.14	0.23	3.36895	0
1526292601	0.31	0.28	0.25	3.37059	0
1526293201	0.05	0.14	0.19	3.37093	0
1526293801	0.08	0.06	0.11	3.37111	0
1526294401	0.08	0.11	0.09	3.36929	0
1526295001	0.41	0.45	0.28	3.39185	0
1526295601	0.03	0.17	0.22	3.38237	0
1526296201	0.10	0.19	0.18	3.37941	0
1526296801	0.14	0.11	0.13	3.37737	0
1526297401	0.09	0.16	0.15	3.3771	0
1526298001	0.02	0.05	0.08	3.37717	0
1526298601	0.05	0.08	0.08	3.3749	0
1526299201	0.05	0.11	0.09	3.37548	0
1526299801	0.06	0.15	0.12	3.37557	0
1526300401	0.07	0.09	0.09	3.37403	0
1526301001	0.12	0.14	0.10	3.37313	0
1526301601	0.94	0.56	0.31	3.37538	0
1526302201	0.25	0.33	0.31	3.3843	0
1526302801	0.09	0.29	0.30	3.39837	0
1526303401	1.09	1.79	1.12	3.53803	0
1526304001	1.52	0.93	0.91	3.43314	0
1526304601	0.10	0.40	0.65	3.40283	0
1526305201	0.43	0.43	0.53	3.39243	0
1526305801	0.30	0.22	0.34	3.39181	0
1526306401	0.53	0.58	0.46	3.41507	0
1526307001	0.80	0.40	0.40	3.40526	0
1526307601	0.35	0.40	0.35	3.40193	0
1526308201	0.09	0.18	0.25	3.39429	0
1526308801	0.25	0.18	0.19	3.39183	0
1526309401	0.04	0.07	0.12	3.38786	0
1526310001	0.18	0.19	0.14	3.38774	0
1526310601	0.15	0.09	0.09	3.38717	0
1526311201	0.08	0.16	0.12	3.3867	0
1526311801	0.07	0.05	0.07	3.38693	0
1526312401	0.11	0.59	0.42	3.55885	0
1526313001	0.07	0.15	0.25	3.55865	0
1526313601	0.46	0.26	0.23	3.5579	0
1526314201	0.21	0.16	0.18	3.55601	0
1526314801	0.10	0.15	0.17	3.55552	0
1526315401	0.20	0.18	0.18	3.55514	0
1526316001	0.02	0.08	0.13	3.55373	0
1526316601	0.33	0.17	0.11	3.55331	0
1526317201	0.04	0.16	0.13	3.55302	0
1526317801	0.10	0.15	0.15	3.55287	0
1526318401	0.21	0.14	0.12	3.55287	0
1526319001	0.24	0.16	0.11	3.55167	0
1526319601	0.27	0.18	0.11	3.55169	0
1526320201	0.21	0.11	0.09	3.54968	0
1526320801	0.02	0.05	0.07	3.5499	0
1526321401	0.07	0.07	0.08	3.55142	0
1526322001	0.06	0.10	0.09	3.55152	0
1526322601	0.37	0.15	0.10	3.55205	0
1526323201	0.04	0.08	0.08	3.5514	0
1526323801	0.04	0.06	0.07	3.55243	0
1526324401	0.06	0.07	0.08	3.55145	0
1526325001	0.15	0.15	0.10	3.54977	0
1526325601	0.23	0.23	0.14	3.55149	0
1526326201	0.01	0.06	0.08	3.55183	0
1526326801	0.23	0.11	0.09	3.5513	0
1526327401	0.07	0.13	0.09	3.55162	0
1526328001	0.03	0.07	0.08	3.55154	0
1526328601	0.02	0.06	0.08	3.5511	0
1526329201	0.21	0.10	0.09	3.55198	0
1526329801	0.16	0.18	0.13	3.55116	0
1526330401	0.00	0.04	0.07	3.55162	0
1526331001	0.05	0.07	0.08	3.54985	0
1526331601	0.13	0.11	0.09	3.55007	0
1526332201	0.09	0.06	0.08	3.55176	0
1526332801	0.05	0.06	0.08	3.55183	0
1526333401	0.15	0.11	0.09	3.55327	0
1526334001	0.06	0.07	0.08	3.55193	0
1526334601	0.06	0.03	0.04	3.5523	0
1526335201	0.00	0.01	0.01	3.55242	0
1526335201	0.00	0.01	0.01	3.55278	0
1526335202	0.00	0.01	0.01	3.55296	0
1526335802	0.01	0.04	0.01	3.55057	0
